,OverallQual,GrLivArea,GarageCars,ExterQual,GarageArea,BsmtQual,TotalBsmtSF,1stFlrSF,KitchenQual,FullBath,GarageFinish,TotRmsAbvGrd,YearBuilt,YearRemodAdd,MasVnrArea,SalePrice
1277,5,1724,2,3,480,2,1680,1724,3,1,1,7,1967,1976,359.0,197900
1278,7,2031,2,2,577,2,1128,1128,2,2,1,7,2002,2002,103.68526170798899,237000
1279,3,1128,2,3,528,3,698,698,3,1,1,6,1920,1950,0.0,68400
1280,6,1573,2,2,544,2,1573,1573,2,2,1,6,2002,2002,110.0,227000
1281,6,1339,2,3,484,2,1309,1339,3,2,0,6,1990,1990,54.0,180000
1282,4,1040,2,3,484,2,1040,1040,2,2,2,5,1977,2008,0.0,150500
1283,5,1824,0,3,0,3,912,912,3,2,3,8,1971,1971,0.0,139000
1284,5,2447,1,3,336,3,804,1699,2,2,2,10,1919,1990,0.0,169000
1285,5,1412,1,3,280,3,780,825,3,1,2,6,1939,1950,0.0,132500
1290,4,1152,2,3,484,3,1152,1152,3,1,1,6,1964,1964,86.0,180500
1291,4,1302,1,3,264,3,630,630,3,2,2,6,1972,1972,268.0,119500
1293,6,1664,2,3,528,2,832,832,3,2,1,8,1976,1976,0.0,162900
1294,4,864,2,3,572,3,864,864,3,1,2,5,1955,1990,0.0,115000
1295,4,1052,1,3,288,3,1052,1052,3,1,1,5,1968,1968,168.0,138500
1296,4,1128,2,3,525,3,1120,1128,3,2,1,6,1963,1963,148.0,155000
1297,5,1072,2,3,525,2,547,1072,3,2,0,5,2005,2006,82.0,140000
1299,4,1246,1,3,305,3,1246,1246,2,1,1,6,1959,1994,0.0,154000
1300,6,1983,2,2,490,2,978,1005,2,2,0,9,1999,1999,344.0,225000
1301,5,1494,1,3,213,3,771,753,2,1,2,7,1942,1950,0.0,177500
1302,7,2526,3,2,844,2,1165,1203,2,2,1,8,1994,1994,391.0,290000
1303,6,1616,3,2,834,2,1616,1616,2,2,1,7,2005,2005,228.0,232000
1304,6,1708,2,2,380,2,976,976,2,2,2,7,2004,2004,117.0,130000
1306,6,1368,2,2,474,2,1368,1368,2,2,1,6,2005,2006,94.0,202500
1307,4,990,2,3,480,2,990,990,3,1,2,5,1994,1995,0.0,138000
1308,4,1122,2,3,528,3,924,1122,2,1,2,6,1948,2005,0.0,147000
1309,5,1294,2,3,496,2,1278,1294,2,2,1,6,1991,1991,88.0,179200
1311,6,1274,2,2,508,2,1274,1274,2,2,1,6,2005,2007,80.0,203000
1313,8,2599,3,2,779,2,1393,1422,2,2,0,10,1999,1999,165.0,333168
1314,3,948,1,3,280,3,948,948,3,1,2,5,1954,1954,0.0,119000
1315,5,2112,2,3,576,1,952,1092,3,2,2,9,1969,1969,0.0,206900
1318,7,1787,3,2,748,2,1753,1787,2,2,1,7,2001,2002,178.0,275000
1319,3,948,1,3,248,3,864,948,3,1,2,5,1954,1954,132.0,111000
1320,5,1478,2,3,442,3,1478,1478,3,1,1,6,1957,1957,0.0,156500
1322,6,1923,2,2,564,2,750,1061,2,2,1,8,1992,1992,0.0,190000
1323,3,708,0,1,0,3,420,708,1,1,3,5,1940,1950,0.0,82500
1325,3,796,0,3,0,3,796,796,3,1,3,5,1922,1950,0.0,55000
1326,2,774,0,3,0,3,544,774,2,1,3,6,1931,2006,0.0,79000
1327,4,816,1,2,264,3,816,816,2,1,2,5,1982,2008,0.0,130500
1329,6,1632,2,3,462,2,935,955,3,2,0,8,1998,1998,0.0,176500
1330,7,1588,3,2,825,2,1588,1588,2,2,1,7,2006,2006,410.0,227000
1331,4,954,2,3,576,3,911,954,3,1,2,6,1976,1976,0.0,132500
1332,3,816,1,3,288,3,816,816,3,1,2,3,1938,1958,0.0,100000
1333,4,1360,1,3,297,3,803,803,2,1,2,6,1938,1995,0.0,125500
1334,4,1365,2,3,440,3,765,765,3,1,2,7,1970,1970,312.0,125000
1335,5,1334,2,3,630,2,1350,1334,3,2,1,6,1977,1977,360.0,167900
1337,3,693,0,3,0,3,693,693,1,1,3,4,1941,1950,0.0,52500
1338,6,1861,2,2,492,2,916,920,2,2,1,8,2002,2002,0.0,200000
1339,4,864,1,3,288,3,864,864,3,1,1,5,1972,1972,0.0,128500
1341,5,1114,2,3,576,2,1114,1114,2,1,2,6,2003,2004,0.0,155000
1342,7,2169,2,2,647,2,1284,1284,2,2,1,7,2002,2002,149.0,228500
1343,5,1913,2,3,342,3,896,1172,3,1,2,9,1928,1950,0.0,177000
1344,6,1456,2,2,440,2,728,728,2,2,0,8,2006,2006,0.0,155835
1345,3,960,1,3,308,3,960,960,1,1,2,5,1920,1950,0.0,108500
1348,6,1494,2,2,514,2,1482,1494,2,2,1,5,1998,1998,0.0,215000
1351,5,1716,2,3,490,3,858,858,3,1,0,8,1962,1962,318.0,171000
1352,5,1176,2,2,624,3,698,786,3,1,2,4,1937,2000,0.0,134900
1354,6,1865,3,2,839,2,992,992,2,2,1,7,2000,2000,0.0,235000
1355,6,1920,2,3,487,3,570,1222,2,3,1,8,1968,1992,143.0,170000
1356,4,892,1,3,264,3,864,892,3,1,1,5,1966,1966,65.0,110000
1357,4,1078,2,3,500,3,1078,1078,3,1,0,6,1971,2008,0.0,149900
1358,5,1573,2,2,440,2,756,769,2,2,2,5,2000,2000,216.0,177500
1360,4,2601,2,3,621,3,612,990,3,3,1,8,1921,1998,0.0,189000
1362,3,1738,1,3,368,3,715,1281,3,2,2,7,1920,2007,0.0,104900
1363,5,1412,2,3,432,2,616,616,2,2,0,6,2006,2007,0.0,156932
1364,6,1200,2,2,480,2,600,520,2,2,1,4,2005,2005,0.0,144152
1365,6,1674,2,2,663,2,814,814,2,2,1,7,2000,2000,0.0,216000
1366,6,1790,2,2,588,2,873,882,2,2,1,7,1999,1999,158.0,193000
1367,4,1475,1,3,336,3,757,925,3,2,1,6,1977,1977,0.0,127000
1368,5,848,2,2,420,2,848,848,2,1,0,4,2003,2004,170.0,144000
1369,7,1668,2,2,502,2,1657,1668,2,2,0,8,2003,2003,171.0,232000
1370,3,1374,1,1,338,3,840,840,3,1,0,6,1920,1950,0.0,105000
1371,5,1661,1,3,377,3,992,1661,2,1,1,8,1955,1996,0.0,165500
1372,6,2097,2,3,583,2,1108,1108,2,2,1,8,1998,1998,0.0,274300
1374,6,1958,3,2,936,2,1026,1026,2,2,0,9,2005,2005,0.0,250000
1375,7,1571,3,2,722,2,1571,1571,2,2,0,7,2007,2007,80.0,239000
1376,5,790,1,3,160,2,768,790,3,1,2,4,1930,1950,0.0,91000
1377,4,1604,2,3,660,3,984,984,3,2,2,6,1941,1960,0.0,117000
1378,5,987,1,3,264,3,483,483,3,1,2,5,1973,1973,408.0,83000
1379,4,1394,2,3,400,2,384,754,2,2,0,7,2006,2007,0.0,167500
1380,2,864,1,3,200,3,864,864,3,1,2,5,1914,1950,0.0,58500
1381,5,2117,2,3,550,3,1205,2117,3,2,0,7,1970,1970,0.0,237500
1382,6,1762,2,3,576,1,596,998,2,1,2,8,1920,1950,0.0,157000
1383,4,1416,2,3,576,3,816,1416,2,2,2,7,1918,2007,0.0,112000
1384,5,1258,1,3,280,3,560,698,3,1,2,6,1939,1950,0.0,105000
1385,3,1154,1,3,240,3,796,796,2,1,2,7,1922,2007,0.0,125500
1387,5,2526,1,3,216,3,714,1664,2,2,2,10,1916,1950,0.0,136000
1389,5,1218,2,3,440,3,735,869,3,1,2,6,1941,1950,0.0,131000
1390,6,1525,2,2,541,2,1525,1525,2,2,1,6,2000,2000,244.0,235000
1391,4,1584,3,3,792,3,1584,1584,3,2,2,8,1967,1967,0.0,124000
1392,4,900,1,3,288,3,864,900,3,1,1,6,1967,1967,0.0,123000
1393,5,1912,2,3,672,1,482,1221,3,2,2,7,1905,2000,0.0,163000
1394,6,1500,3,2,648,2,1356,1500,2,2,0,6,2006,2006,45.0,246578
1395,7,2482,3,2,642,2,1094,1133,2,2,0,9,2005,2006,245.0,281213
1396,4,1687,2,3,572,3,747,1687,3,1,2,7,1948,1950,0.0,160000
1397,4,1513,1,3,180,3,939,939,3,1,2,8,1920,2004,0.0,137500
1398,4,1904,1,3,240,3,1208,1136,3,1,2,7,1950,1982,0.0,138000
1399,5,1608,1,3,216,3,976,1160,2,2,2,7,1925,1990,0.0,137450
1400,5,1158,1,3,208,3,862,950,3,1,1,5,1929,1950,0.0,120000
1401,5,1593,2,3,398,3,839,864,3,2,0,8,2004,2004,0.0,193000
1402,6,1294,2,2,662,2,1286,1294,2,2,1,6,2006,2006,0.0,193879
1403,7,1464,3,2,754,2,1485,1464,2,2,2,6,2007,2007,84.0,282922
1404,2,1214,3,3,936,3,672,694,3,1,2,6,1915,1950,0.0,105000
1406,4,768,2,3,396,2,768,768,3,1,2,5,1972,2007,0.0,133000
1407,4,833,0,3,0,3,833,833,3,1,3,5,1985,1985,0.0,112000
1408,3,1363,2,3,528,1,622,741,3,1,2,6,1910,1950,0.0,125500
1409,6,2093,2,3,542,2,791,1236,3,2,0,7,1986,1991,123.0,215000
1410,6,1840,2,2,622,2,944,944,2,2,1,6,2001,2001,0.0,230000
1411,5,1668,1,3,271,3,856,1112,3,1,2,6,1950,2005,0.0,140000
1413,7,1844,2,2,620,2,1844,1844,2,2,0,7,2005,2006,366.0,257000
1414,5,1848,2,3,370,3,833,1053,2,1,2,8,1923,2000,0.0,207000
1415,6,1569,3,2,660,2,1386,1569,2,2,1,7,2007,2007,130.0,175900
1418,4,1144,1,3,336,3,1144,1144,3,1,2,6,1963,1963,0.0,124000
1419,5,1844,2,2,540,3,1844,1844,2,2,1,7,1969,1969,312.0,223000
1421,5,1069,2,3,440,2,1069,1069,3,2,1,4,1977,1977,0.0,127500
1422,5,848,2,2,420,2,848,848,2,1,0,3,2003,2003,170.0,136500
1423,5,2201,2,2,432,2,697,1575,2,2,2,8,1966,1966,0.0,274970
1424,4,1344,1,3,484,3,1024,1344,3,1,2,6,1958,1983,0.0,144000
1425,5,1252,2,2,528,3,1252,1252,2,1,2,7,1959,1959,243.0,142000
1427,4,1558,1,3,288,3,913,1048,3,1,2,6,1945,1950,0.0,140000
1428,4,804,1,3,240,3,788,804,2,1,2,4,1940,1992,294.0,119000
1429,5,1440,2,2,467,2,1440,1440,2,2,0,7,1981,1981,310.0,182900
1430,4,1838,2,2,372,2,732,734,3,2,0,7,2005,2005,0.0,192140
1431,5,958,2,3,440,2,958,958,3,2,1,5,1976,1976,0.0,143750
1432,3,968,1,3,216,3,656,968,3,2,2,5,1927,2007,0.0,64500
1433,5,1792,2,3,451,2,936,962,3,2,0,8,2000,2000,318.0,186500
1434,4,1126,2,3,484,3,1126,1126,3,2,1,5,1977,1977,0.0,160000
1435,5,1537,2,2,462,3,1319,1537,2,1,1,7,1962,2005,237.0,174000
1436,3,864,2,3,528,3,864,864,3,1,2,5,1971,1971,0.0,120500
1438,5,1236,2,3,923,3,912,1236,3,1,2,6,1957,1996,0.0,149700
1439,6,1725,2,3,550,3,539,1040,3,2,1,6,1979,1979,96.0,197000
1441,5,848,2,2,420,2,848,848,2,1,1,3,2004,2004,147.0,149300
1443,5,952,1,3,192,3,952,952,1,1,2,4,1916,1950,0.0,121000
1444,6,1422,2,2,626,2,1422,1422,2,2,1,7,2004,2004,106.0,179600
1445,5,913,1,3,240,3,814,913,3,1,2,6,1966,1966,0.0,129000
1446,4,1188,1,3,312,3,1188,1188,3,1,2,6,1962,1962,189.0,157900
1448,3,1346,1,3,384,1,560,796,3,1,2,6,1910,2000,0.0,112000
1450,4,1792,0,3,0,2,896,896,3,2,3,8,1974,1974,0.0,136000
1452,4,1072,2,3,525,2,547,1072,3,1,0,5,2005,2005,80.0,145000
1453,4,1140,0,3,0,2,1140,1140,3,1,3,6,2006,2006,0.0,84500
1454,6,1221,2,2,400,2,1221,1221,2,2,1,6,2004,2005,0.0,185000
1455,5,1647,2,3,460,2,953,953,3,2,1,7,1999,2000,0.0,175000
1456,5,2073,2,3,500,2,1542,2073,3,2,2,7,1978,1988,119.0,210000
1458,4,1078,1,3,240,3,1078,1078,2,1,2,5,1950,1996,0.0,142125
1459,4,1256,1,2,276,3,1256,1256,3,1,0,6,1965,1965,0.0,147500
